Date of submission,AISHE ID,Institution Track ID,Application For,Cycle of Accreditation,Name of the College,Date of establishment of the Institution,Name of the Head of the Institution,Designation,Does the college function from Own Campus,Address of the College,State/UT,District,City,Pin,Phone No,Fax No,Mobile No,Registered Email,Alternate Email,Alternate Faculty Contact Details,Address,State/UT_1,Pin_1,Phone No_1,Fax No_1,Mobile No_1,Email,Alternate Email_1,Website,"Has the Institution completed 6 years of existence /
Years of graduation of last two batches",Nature of the college,College Affiliation,"Is the Institution recognized under section 2(f) of the
UGC Act?","Is the Institution recognized under section 12B of the
UGC Act?
If yes, date of recognition by UGC under section
12B along with latest Plan General Development
Grant release letter","Is the institution recognised as an Autonomous
College by the UGC?","Is the institution recognised as a ‘College with
Potential for Excellence (CPE)’ by the UGC?","Is the institution recognised as a ‘College of
Excellence’ by the UGC?","Is the College offering any programmes recognised
by any Statutory Regulatory Authority (SRA)",State,University Name,Male,Female,Transgender,Total,Date of establishment of IQAC,Date of uploading data on MHRD website for AISHE,Name of the University,Does the University function from Own Campus,Address of the University,Alternate Phone No,City_1,Alternate Phone No_1,Nature of the University,Type of University,"If the University is not under the purview of UGC
indicate the parent Ministry / Authority under which it
was established(attach proof)","Is the institution recognised as a ‘University with
Potential for Excellence (CPE)’ by the UGC?","Is the University offering any programmes recognised
by any Statutory Regulatory Authority (SRA)","Whether the Institution is registered in the National
Academic Depository (NAD) system",Old Name of the Institution,,Ol Name of University
21/05/2024,C-21245,GJCOGN116873,Accreditation,Cycle1,GOVERNMENT ARTS AND COMMERCE COLLEGE THARAD,15/06/2009,Mr. BHAVIKKUMAR LOMABHAI CHAVADA,Principal(in-charge),Yes,"Mitha-Bhabhar Road, Tharad Dist. Banaskantha Pin 385565 State - Gujarat",GUJARAT,BANASKANTHA,THARAD,385565,02737-299003,-,9377706746,gacctharad@gmail.com,bhavik.chavda2010@gmail.com,Dr. ASHOKBHAI VAGHELA IQAC / CIQA coordinator,"Mitha-Bhabhar Road, Tharad Dist Banaskantha Pin 385565 State Gujarat",GUJARAT,385565,,-,8866368635,chirag4barfi@gmail.com,vaghariashok1146@gmail.com,https://gacctharad.gujgov.edu.in,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
03/06/2011
View Document",No,No,No,No,No,Gujarat,"Hemchandracharya North
Gujarat University",,,,,08/09/2017,22/02/2024 ,,,,,THARAD,,,,,,,,,,
14/08/2023,C-37074,TNCOGN24719,Accreditation,Cycle2 Cycle Date Grade Score 1 08/02/2019 B++ 2.99 2 27/07/2024 A 3.06,MAHENDRA COLLEGE OF ENGINEERING,21/06/2005,Dr. N.MOHANASUNDARARAJU,Principal,Yes,"MAHENDRA COLLEGE OF ENGINEERING, TWELFTH K. M., ATTUR MAIN ROAD, MINNAMPALLI",TAMIL NADU,SALEM,SALEM,636106,0427-2482884,0427-2482884,9789464214,principal@mahendracollege.com,mohanasundararaju@gmail.com,Dr. S.BALAMURUGAN IQAC / CIQA coordinator,"MAHENDRA COLLEGE OF ENGINEERING, TWELFTH KM, ATTUR MAIN ROAD, MINNAMPALLI",TAMIL NADU,636106,0427-2911886,0427-2482884,9994921548,iqac@mahendracollege.com,hodmech@mahendracollege.com,www.mahendracollege.com,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
19/02/2015
View Document","Yes
25/10/2016
View Document",No,No,No,Yes,Tamil Nadu,Anna University,912,417,0,1329,05/02/2016,14/02/2023 ,,,,,SALEM,,,,,,,,,,
29/08/2017,C-43389,WBCOGN100155,Accreditation,Cycle1,BANIPUR MAHILA MAHAVIDYALAYA,01/10/1999,Dr.BIDISHA GHOSH DASTIDAR,Principal,Yes,"Dr. Bidhan Chandra Roy Road, Banipur, Habra, 24 Parganas (N)",WEST BENGAL,,HABRA,743233,03216-238243,-,8017874525,banipurmahilamahavidyalaya@gmail.com,bidishaghoshdastidar@yahoo.co.in,Dr.SUMANA GUPTA IQAC / CIQA coordinator,"Dr. Bidhan Chandra Roy Road, Banipur, Habra, 24 Parganas (N)",WEST BENGAL,743233,033-25550566,-,9830088761,gupsumana@gmail.com,,banipurmahilamahavidyalaya.org,"Yes
Year1- 2016 Year2- 2017",Grant-in-aid,"Affiliated
(Affiliated UG College)","Yes
27/05/2009
View Document","Yes
17/02/2016
View Document",No,No,No,No,West Bengal,"West Bengal State
University",0,697,0,697,24/04/2017,23/02/2017 ,,,,,HABRA,,,,,,,No,,,
31/05/2024,C-45358,WBCOGN27448,Accreditation,Cycle2 Cycle Date Grade Score 1 30/10/2017 B+ 2.62,FALAKATA COLLEGE,19/09/1981,Dr. HIRENDRANATH BHATTACHARJEE,Principal,Yes,"P.O.- Falakata, Dist - Alipurduar, West Bengal",WEST BENGAL,ALIPURDUAR,FALAKATA,735211,091-8918438165,-,9434484365,falakatacollege@gmail.com,falakatacollege@yahoo.co.in,Mrs. ARPITA DUTTA BISWAS Associate Professor,"P.O.- Falakata, Dist - Alipurduar, West Bengal",WEST BENGAL,735211,-,-,8637326416,meetarpitadutta123@gmail.com,,www.falakatacollege.ac.in,"Yes
Year1- 2022 Year2- 2023",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
28/05/1988
View Document","Yes
28/05/1988
View Document",No,No,No,No,West Bengal,University of North Bengal,2180,2747,0,4927,13/03/2014,20/03/2024 ,,,,,FALAKATA,,,,,,,,,,
04/04/2024,C-11949,WBCOGN12414,Accreditation,Cycle3 Cycle Date Grade Score 1 20/05/2005 B 74.00 2 19/02/2016 B 2.7 3 18/10/2024 B 2.45,NABAGRAM HIRALAL PAUL COLLEGE,03/02/1957,Dr. SRIKANTA SAMANTA,Principal,Yes,"NABAGRAM HIRALAL PAUL COLLEGE, NABAGRAM, KONNAGAR, HOOGHLY. WEST BENGAL.",WEST BENGAL,HOOGHLY,KONNAGAR,712246,033-26735161,-,9088014725,nhlpcollege@gmail.com,iqac.nhlpc@gmail.com,Dr. SUPARNA CHATTERJEE IQAC / CIQA coordinator,,WEST BENGAL,712246,033-26730007,-,8334021657,pikumani1967@gmail.com,amarnath.das.79@gmail.com,www.hiralalpaulcollege.ac.in,"Yes
Year1- 2021 Year2- 2022",Grant-in-aid,"Affiliated
(Affiliated/Constituent Colleges)","Yes
12/06/1972
View Document","Yes
12/06/1972
View Document",No,No,No,No,West Bengal,University of Calcutta,1167,1203,0,2370,08/07/2005,01/03/2024 ,,,,,KONNAGAR,,,,,,,,,,
13/02/2024,C-19406,RJCOGN12467,Accreditation,Cycle3 Cycle Date Grade Score 1 21/09/2005 B+ 76.00 2 15/11/2015 C 1.78,GOVERNMENT COLLEGE KARAULI,01/07/1960,Dr. VISHRAM LAL BAIRWA,Principal,Yes,"Near Circuit House, Karuali (Raj.)",RAJASTHAN,KARAULI,KARAULI,322241,07464-250023,-,9460726646,pgcollegekarauli@gmail.com,iqacgckaruali@gmail.com,Dr. SITARAM KHANDELWAL IQAC / CIQA coordinator,"Government College, Karauli",RAJASTHAN,322241,-,-,9414329230,srkkarauli@yahoo.co.in,,https://govtcollegekarauli.ac.in,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
01/07/1975
View Document","Yes
01/07/1975
View Document",No,No,No,No,Rajasthan,University of Kota,2471,1646,0,4117,04/12/2010,20/03/2024 ,,,,,KARAULI,,,,,,,,,,
04/01/2023,U-0652,MPUNGN101508,Accreditation,Cycle1,,19/07/2011,Prof. Vijay K. Agrawal,Vice Chancellor,,,Madhya Pradesh,,Bhopal,462033,0755-2742516,,9425194556,info@rkdf.ac.in,vcnaac@gmail.com,Dr. Narendra Kumar Lariya Registrar,"Airport Bypass Road, Near RGPV Campus, Gandhi Nagar, Bhopal (MP)",Madhya Pradesh,462033,0755-2740395,,9981948363,naac.rkdf@gmail.com,rkdfuniversityexam@gmail.com,www.rkdf.ac.in,"Yes
Year1- 2021 Year2- 2022",,,"Yes
17/02/2018
View Document",No,,,,,,,10720,2347,0,13067,07/02/2019,31/03/2022 ,RKDF UNIVERSITY,Yes,"Airport Bypass Road, Near RGPV Campus, Gandhi Nagar, Bhopal (MP)",0755-2742871,Bhopal,0755-2742871,"State Private University
View Document",Unitary,No,No,Yes,,,,
21/12/2018,C-28160,HRCOGN10271,Accreditation,Cycle3 Cycle Date Grade Score 1 21/03/2003 B+ 75.50 2 21/02/2014 A 3.4 3 01/05/2019 A++ 3.57,AGGARWAL COLLEGE BALLABGARH,01/07/1971,Dr. KRISHAN KANT,Principal,Yes,"NEAR AMBEDKAR CHOWK, TIGAON ROAD BALLABGARH, DISTT. FARIDABAD",HARYANA,,FARIDABAD,121004,0129-2308349,0129-2308348,9891471349,aggpgcollege@gmail.com,kkant67@gmail.com,Dr. MANOJ SHUKLA IQAC / CIQA coordinator,,HARYANA,121004,0129-2308340,0129-2308341,8384083261,drmanojshukla1963@gmail.com,kkant_67@rediffmail.com,www.aggarwalcollege.org,"Yes
Year1- 2017 Year2- 2018",Grant-in-aid,"Affiliated
(Affiliated PG & Above college)","Yes
01/07/1971
View Document","Yes
01/07/1971
View Document",No,"Yes
View Document",No,No,Haryana,"Maharishi Dayanand
University",2181,2587,0,4768,10/04/2009,01/10/2018 ,,,,,FARIDABAD,,,,,,,,,,
22/06/2018,C-45399,JHCOGN100863,Accreditation,Cycle1,"B.S.K. COLLEGE, BARHARWA",16/06/1978,Dr. RAGHUNANDAN RAM,Principal,Yes,"A.t - JHIKTIYA , P.S- RANGA , P.O- BINDUDHAM via PATHNA , DIST.- SAHIBGANJ",JHARKHAND,,BARHARWA,816110,091-9199868474,-,9431154605,bskcollegebarharwa@gmail.com,raghunandanram78@gmail.com,Dr. D.N.VERMA IQAC / CIQA coordinator,"H.O.D - HISTORY, B.S.K.COLLEGE , BARHARWA P.O - BINDUDHAM via PATHNA DIST - SAHIBGANJ",JHARKHAND,816110,,-,9934654753,dinesh2694@yahoo.in,krishankumar.bsk@gmail.com,www.bskcollegebarharwa.com,"Yes
Year1- 2016 Year2- 2017",Constituent,"Affiliated
(Affiliated UG College)","Yes
16/08/2013
View Document","Yes
16/08/2013
View Document",No,No,No,No,Jharkhand,"Sido Kanhu Murmu University
Dumka",1721,1339,0,3060,13/03/2014,27/02/2018 ,,,,,BARHARWA,,,,,,,,,,
11/02/2020,C-1257,KACOGN107667,Accreditation,Cycle1,VIJAYA VITTALA INSTITUTE OF TECHNOLOGY,01/01/2009,Dr. RAJENDRA S,Principal,Yes,"VIJAYA VITTALA INSTITUTE OF TECHNOLOGY, NO. 35/1, DODDA GUBBI, OFF HENNUR - BAGALUR ROAD, BENGALURU - 560077",KARNATAKA,,BENGALURU,560077,080-50472867,080-28445045,9886793455,vvit2009@gmail.com,rajendranulenur26@gmail.com,Dr. KRISHNAMURTHY N IQAC / CIQA coordinator,"Dr. KRISHNAMURTHY N, PROFESSOR AND HEAD, DEPT. OF MECHANICAL ENGINEERING VIJAYA VITTALA INSTITUTE OF TECHNOLOGY NO. 35/1, DODDA GUBBI, HENNUR-BAGALUR ROAD, BENGALURU-560077",KARNATAKA,560077,080-65472867,080-28444854,9343037974,krishnamurthy.n72@gmail.com,krishamu@rediffmail.com,www.svvit.org,"Yes
Year1- 2018 Year2- 2019",Private and Self Financing,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,Karnataka,"Visvesvaraya Technological
University",491,159,0,650,04/08/2014,Not Found,,,,,,,,,,,,,,,
15/06/2023,C-22159,PBCOGN10989,Accreditation,Cycle3 Cycle Date Grade Score 1 16/02/2004 B+ 78.35 2 16/09/2016 B++ 2.79 3 15/12/2023 B++ 2.93,SHAHEED MAJOR HARMINDERPAL SINGH (SHAURYA CHAKRA) GOVERNMENT COLLEGE,01/07/1984,Mrs. HARJEET GUJRAL,Principal,Yes,"Shaheed Major Harminderpal Singh (Shaurya Chakra) Government College, Sahibzada Ajit Singh Nagar (Mohali), Phase 6, 160056",PUNJAB,MOHALI,MOHALI,160056,0172-2225117,-,9872647133,principal.gcmohali@gmail.com,iqacgcm2023@gmail.com,"Mrs.
NISHTHA TRIPATHI
IQAC / CIQA coordinator","House No. 3009, Ground Floor, Sector 39
D Chandigarh",PUNJAB,160036,0172-222517,-,9779024357,nishthatripathi2017@gmail.com,rohitbarach@gmail.com,https://smhsgcmohali.in,"Yes
Year1- 2021 Year2- 2022",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
09/04/1990
View Document","Yes
09/04/1990
View Document",No,No,,,Punjab,"Jagat Guru Nanak Dev Punjab
State Open University",1479,950,0,2429,15/07/2002,26/04/2023 ,,,,,MOHALI,,,,,,,,SMHS GOVERNMENT COLLEGE MOHALI View Document,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punjab,Punjabi University,,,,,,,,,,,,,,,,,,,,,
01/09/2023,C-37167,RJCOGN115282,Accreditation,Cycle1,ADARSH MAHAVIDHYALAYA,01/01/2004,Dr. SUKHA RAM,Principal,Yes,"KHASRA NO. 827/650, PAL CHOPASNI LINK ROAD, OPP. LARIYA RESORT, JODHPUR-342008",RAJASTHAN,JODHPUR,JODHPUR,342008,0291-2754810,-,9414671946,adarshmahavidhyalayajod@gmail.com,srvishnoi@gmail.com,Mr. HEMANT KUMAR VISHNOI IQAC / CIQA coordinator,"KHASRA NO. 827/650, PAL CHOPASNI LINK ROAD, OPP. LARIYA RESORT, JODHPUR",RAJASTHAN,342008,0291-,-,9079998675,vishnoihemant0@gmail.com,hemant_bishnoi@yahoo.com,https://www.adarshmahavidhyalaya.com,"Yes
Year1- 2022 Year2- 2023",Private,"Affiliated
(Affiliated/Constituent Colleges)","Yes
25/08/2023
View Document",No,No,No,No,Yes,Rajasthan,Jai Narain Vyas University,325,165,0,490,07/04/2022,24/12/2022 ,,,,,JODHPUR,,,,,,,,,,
20/02/2020,C-40847,ORCOGN107775,Accreditation,Cycle1,BARPALI COLLEGE BARPALI,02/10/1973,Mr. RANJAN KUMAR PANIGRAHI,Principal(in-charge),Yes,AT/PO-BARPALI DIST-BARGARH PIN-768029,ORISSA,,BARPALI,768029,06646-256730,-,8249423541,bcb.principal@gmail.com,principal.bcb@rediffmail.com,Mrs. SOUDAMINI PANDEY Associate Professor,"AT-BARPALI COLLEGE, BARPALI PO-BARPALI",ORISSA,768029,06646-,-,8249423541,soudamini.pandey@gmail.com,,www.barpalicollege.com,"Yes
Year1- 2018 Year2- 2019",Grant-in-aid,"Affiliated
(Affiliated UG College)","Yes
23/09/1977
View Document","Yes
01/01/2011
View Document",No,No,No,No,Orissa,Sambalpur University,843,404,0,1247,21/06/2019,10/02/2020 ,,,,,BARPALI,,,,,,,No,,,
07/03/2024,C-34680,MPCOGN102429,Accreditation,Cycle1,GOVT. COLLEGE JOURA,01/01/1986,Dr. SMT. VASUNDHARA GOYAL,Principal(in-charge),Yes,"Pagara Road Jaura, District-Morena (M.P.) Pin - 476221",MADHYA PRADESH,MORENA,JAURA,476221,07537-245511,-,7999207310,collgovtdegree0106@gmail.com,hegcjaumor@mp.gov.in,Dr. H.N. SINGH HADA IQAC / CIQA coordinator,"Bhagat singh Colony Jaura, District- Morena (M.P.)",MADHYA PRADESH,476221,-,-,9926298511,hadahns1963@gmail.com,,www.highereducation.mp.gov.in/?orgid=282,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
10/01/2001
View Document","Yes
10/01/2001
View Document",No,No,No,No,"Madhya
Pradesh",Jiwaji University,613,550,0,1163,06/09/2023,14/02/2024 ,,,,,JAURA,,,,,,,,,,
29/12/2022,C-41635,MHCOGN27516,Accreditation,Cycle2 Cycle Date Grade Score 1 30/10/2017 B+ 2.51 2 07/09/2023 B++ 2.76,DES'S SHRI NAVALMAL FIRODIA LAW COLLEGE,26/12/2003,Dr. PRIYA CHOPDE,Principal(in-charge),Yes,"Gate No. 3, Fergusson College Campus",MAHARASHTRA,PUNE,PUNE,411004,020-67656400,-,9403053130,priya.chopde@despune.org,nflciqac@deslaw.edu.in,Dr. JANHAVI GHODKE IQAC / CIQA coordinator,"Gate No. 3, Fergusson College Campus",MAHARASHTRA,411004,020-67876112,-,9850423511,janhvi.ghodke@despune.org,janhavighodke@gmail.com,www.deslaw.edu.in,"Yes
Year1- 2021 Year2- 2022",Self Financing,"Affiliated
(Law UG College)","Yes
06/03/2018
View Document","Yes
06/03/2018
View Document",No,No,No,Yes,Maharashtra,"Savitribai Phule Pune
University",832,786,0,1618,03/07/2013,23/12/2022 ,,,,,PUNE,,,,,,,,,,
29/11/2019,C-18886,MHCOGN16762,Accreditation,Cycle2 Cycle Date Grade Score 1 10/12/2014 A 3.10 2 10/08/2021 A 3.22,"SHRI RAMDEOBABA COLLEGE OF ENGINEERING AND MANAGEMENT, NAGPUR",21/06/1984,Dr. RAJESH S. PANDE,Principal,Yes,"Shri Ramdeobaba College of Engineering and Management Ramdeo Tekdi, Katol Road, Nagpur",MAHARASHTRA,,NAGPUR,440013,0712-2580011,0712-2583237,9822224468,rcoem@rknec.edu,principal@rknec.edu,Dr. PALLAVI K. PARLEWAR,"Shri Ramdeobaba College of Engineering
and Management Randeo Tekdi, Katol Road
Nagpur",MAHARASHTRA,440013,0712-2581750,0712-,9665446151,naac@rknec.edu,iqac@rknec.edu,www.rknec.edu,"Yes
Year1- 2018 Year2- 2019",Private and Self Financing,"Affiliated
(Autonomous colleges)","Yes
10/07/2010
View Document","Yes
10/07/2010
View Document","Yes
View Document",No,No,Yes,Maharashtra,"The Rashtrasant Tukadoji
Maharaj Nagpur University",2882,1742,,4624,14/08/2013,14/02/2019 ,,,,,NAGPUR,,,,,,,,,,
22/11/2018,U-0642,UPUNGN102319,Accreditation,Cycle1,,06/04/2011,Dr. RUPAMANJARI GHOSH,Vice Chancellor,,,Uttar pradesh,,DADRI GAUTAM BUDDHA NAGAR,201314,0120-3819100,,9871998747,registrar@snu.edu.in,ankit.tanwar@snu.edu.in,Dr. G. NAVEEN BABU Professor,"NH-91, TEHSIL-DADRI, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Uttar pradesh,201314,0120-3819142,,7358020202,naveen.babu@snu.edu.in,naveenbabu19@gmail.com,www.snu.edu.in,"Yes
Year1- 2017 Year2- 2018",,,"Yes
12/08/2011
View Document",No,,,,,,,,,,,23/09/2015,05/06/2018 ,SHIV NADAR UNIVERSITY,Yes,"NH-91, TEHSIL-DADRI, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",0120-3001580,DADRI GAUTAM BUDDHA NAGAR,-,"State Private University
View Document",Unitary,No,No,No,,,,
30/05/2024,C-30127,ORCOGN100059,Accreditation,Cycle1,"INDIRA GANDHI INSTITUTE OF TECHNOLOGY, SARANG. DHENKANAL. ODISHA",01/01/1983,Prof. SATYABRATA MOHANTA,Principal,Yes,"INDIRA GANDHI INSTITUTE OF TECHNOLOGY, SARANG, DHENKANAL, ODISHA, 759146",ORISSA,DHENKANAL,SARANG,759146,06768-267003,-,9437211582,naac_igit@igitsarang.ac.in,,Prof. URMILA BHANJA Professor,"DEPT OF ETC, IGIT, SARANG",ORISSA,759146,,-,9437142056,urmilabhanja@gmail.com,urmila@igitsarang.ac.in,www.igitsarang.ac.in,"Yes
Year1- 2023 Year2- 2024",Government,"Affiliated
(Autonomous colleges)","Yes
09/03/2016
View Document","Yes
09/03/2016
View Document","Yes
View Document",No,No,Yes,Orissa,"Biju Patnaik University of
Technology",3585,1269,0,4854,30/04/2019,19/03/2024 ,,,,,SARANG,,,,,,,,,,
16/02/2024,C-17105,ASCOGN11671,Accreditation,Cycle3 Cycle Date Grade Score 1 16/09/2004 B++ 82.75 2 02/12/2016 A 3.02 3 18/10/2024 B++ 2.85,MAHENDRA NARAYAN CHOUDHURY BALIKA MAHAVIDYALAYA,08/07/1979,Dr. GARGEE CHAKRABORTY,Principal,Yes,"M.N.C. Balika Mahavidyalaya, Colege Road, P.O. - Nalbari, Dist - Nalbari, Assam, Pin - 781335",ASSAM,NALBARI,NALBARI,781335,03624-220567,-,9954184309,mncbm_nalbari@rediffmail.com,tridipthakuria84@gmail.com,,M.N.C. Balika Mahavidyalaya,ASSAM,781335,03623-221548,-,7002534892,iqacmncbmnaac@gmail.com,,www.mncbm.ac.in,"Yes
Year1- 2022 Year2- 2023",Government,"Affiliated
(Affiliated/Constituent Colleges)","Yes
12/09/1996
View Document","Yes
12/09/1996
View Document",No,"Yes
View Document",No,No,Assam,Gauhati University,0,1729,0,1729,01/08/2003,15/02/2024 ,,,,,NALBARI,,,,,,,,,,
02/07/2018,C-72792,MHCOGN11447,Accreditation,Cycle3 Cycle Date Grade Score 1 16/09/2004 C 57 2 05/01/2013 B 2.66 3 28/03/2019 B+ 2.62,"MAHARASHTRA MAHAVIDYALAYA, NILANGA",15/06/1970,Dr. YERANDE VITTHAL LAXMANRAO,Principal,Yes,"Main Road, Nilanga Dist. Latur 413521",MAHARASHTRA,,NILANGA,413521,02384-242015,02384-243015,9423349792,mmn1970@rediffmail.com,principalmmnilanga@gmail.com,Dr. KOLPUKE MADHAV NIVRUTI IQAC / CIQA coordinator,"Main Road, Nilanga Dist. Latur 413521",MAHARASHTRA,413521,-,-,9423349792,mankolpuke@gmail.com,mrgosavi11@yahoo.com,www.mmnilanga.org,"Yes
Year1- 2017 Year2- 2018",Grant-in-aid and Self Financing,"Affiliated
(Affiliated PG & Above college)","Yes
01/01/1996
View Document","Yes
17/10/2013
View Document",No,No,No,No,Maharashtra,"Swami Ramanand Teerth
Marathwada University",577,865,0,1442,01/03/2013,24/02/2018 ,,,,,NILANGA,,,,,,,,,,
11/03/2024,C-35881,TNCOGN116306,Accreditation,Cycle1,MARUTHUPANDIYAR COLLEGE,16/12/1996,Dr. M.VIJAYA,Principal,Yes,MARUTHUPANDIYAR COLLEGE 257/4A TRICHY MAIN ROAD PILLAIYARPATTI VALLAM POST,TAMIL NADU,THANJAVUR,THANJAVUR,613403,04362-266791,-,9790223719,mpinstitutions@gmail.com,mathvijaya23@gmail.com,Mrs. VIDYA IQAC / CIQA coordinator,"NO 2118, RAJAJI NAGAR MC ROAD THANJAVUR",TAMIL NADU,613004,04362-265191,-,9443560178,vidya.vannan@gmail.com,,www.mpi.edu.in,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
18/07/2022
View Document","Yes
18/07/2022
View Document",No,No,No,No,Tamil Nadu,Bharathidasan University,561,653,0,1214,10/01/2018,13/03/2024 ,,,,,THANJAVUR,,,,,,,No,,,
06/03/2024,C-13948,MHCOGN104058,Re-Assessment,Cycle1 Cycle Date Grade Score 1 02/01/2025 A 3.04,"HON. SHRI.ANNASAHEB DANGE AYURVED MEDICAL COLLEGE,ASHTA,SANGLI",08/10/1999,Dr. AMIT SUDHAKAR PETHKAR,Principal,Yes,"A/p Ashta, Taluka Walwa, Dist Sangli , Maharashtra",MAHARASHTRA,SANGLI,ASHTA,416301,02342-241103,-,9922494537,ashta.adamc@gmail.com,info@adamc.ac.in,Dr. ANJALI NITIN UPADHYE IQAC / CIQA coordinator,,MAHARASHTRA,416301,0233-2326837,-,9284933236,iqac.adamc@gmail.com,dr.sarfrajlandge04@gmail.com,https://www.adamc.ac.in,"Yes
Year1- 2022 Year2- 2023",Private and Self Financing,"Affiliated
(Ayurveda college)",No,No,No,No,No,Yes,Maharashtra,"Maharashtra University of
Health Sciences",227,296,0,523,01/08/2017,15/02/2024 ,,,,,ASHTA,,,,,,,,,,
11/04/2023,C-33659,MHCOGN114427,Accreditation,Cycle1,NIRMALA MEMORIAL FOUNDATION COLLEGE OF EDUCATION,18/08/2008,Dr. NITISHA JHA,Principal(in-charge),Yes,"Nirmala Memorial Foundation College of Education, DS Road, Asha Nagar, Thakur Complex, Kandivali East, Mumbai 400101",MAHARASHTRA,MUMBAI SUBURBAN,MUMBAI,400101,022-69436400,022-69436400,9819476344,nmfceducation@yahoo.in,nitisharjha@gmail.com,Mrs. SWEETY SINGH IQAC / CIQA coordinator,"Sapphire heights, tower 4, flat no 1906, Lokhandwala, kandivali east, Mumbai 400101",MAHARASHTRA,400101,022-9820745261,022-9820745261,9820745261,sweety261981@gmail.com,sweetieghosh26@gmail.com,nmfbed.edu.in,"Yes
Year1- 2021 Year2- 2022",Private and Self Financing,"Affiliated
(Teacher Education Institutions)",No,No,No,No,No,Yes,Maharashtra,University of Mumbai,15,85,0,100,30/04/2021,26/12/2022 ,,,,,MUMBAI,,,,,,,,,,
12/07/2020,C-18023,APCOGN107255,Accreditation,Cycle1,LENORA COLLEGE OF ENGINEERING,01/01/2001,Dr. B RAJA SARATH KUMAR,Principal,Yes,"Church of Christ Campus, Rampachodavaram, East Godavari (Dist)",ANDHRA PRADESH,,RAMPACHODAVARAM,533288,08864-243398,-,9866000047,principal.lenora@gmail.com,prinipal@lce.ac.in,Dr. METTU SUMENDER ROY Associate Professor,"Church of Christ Campus, Rampachodavaram.",ANDHRA PRADESH,533288,-,-,9494019018,sumender1@yahoo.com,,www.lce.ac.in,"Yes
Year1- 2018 Year2- 2019",Private,"Affiliated
(Affiliated PG & Above college)",No,No,No,No,No,Yes,"Andhra
Pradesh","Jawaharlal Nehru
Technological
University,Kakinada",859,119,0,978,04/06/2018,27/02/2020 ,,,,,RAMPACHODAVARAM,,,,,,,,,,
16/11/2023,C-26784,TNCOGN112300,Accreditation,Cycle1,FATIMA MICHAEL COLLEGE OF ENGINEERING AND TECHNOLOGY,22/07/2009,Dr. NELSON RAJA P,Principal,Yes,"SENKOTTAI VILLAGE, KALIMANGALAM PANCHAYAT, SIVAGANGA MAIN ROAD, MADURAI-20",TAMIL NADU,MADURAI,MADURAI,625020,0452-9942982321,-,9942796726,iqac@fmcet.ac.in,principal@fmcet.ac.in,Dr. SUBRAMANIAN M IQAC / CIQA coordinator,"FATIMA MICHAEL COLLEGE OF ENGINEERING AND TECHNOLOGY, SENKOTTAI VILLAGE, KALIMANGALM PANCHAYAT, SIVAGANGA MAIN ROAD, MADURAI-20",TAMIL NADU,625020,0452-8667248247,-,9443467145,subragautham55@gmail.com,subramanoj55@gmail.com,www.fmcet.ac.in,"Yes
Year1- 2022 Year2- 2023",Self Financing,"Affiliated
(Affiliated/Constituent Colleges)","Yes
18/05/2018
View Document",No,No,No,No,Yes,Tamil Nadu,Anna University,325,164,0,489,11/07/2018,15/02/2023 ,,,,,,,,,,,,,,,
18/01/2019,C-43897,TNCOGN15083,Accreditation,Cycle2 Cycle Date Grade Score 1 05/05/2014 B 2.24 2 15/07/2019 B 2.39,NAZARETH COLLEGE OF ARTS AND SCIENCE,06/07/2000,Dr. MARY ANGELINE SANTHOSAM E,Principal,Yes,"Nazareth College of Arts and Science Kovilpathagai Main Road, Kannadapalayam Avadi Chennai- 600062 Tamilnadu",TAMIL NADU,,CHENNAI,600062,044-26380203,044-26380549,8144374742,info@ncas.in,principal@ncas.in,Dr. SMILEE BOSE S IQAC / CIQA coordinator,,TAMIL NADU,600062,044-25380203,044-026380549,8144374742,iqac@ncas.in,smilee@ncas.in,www.ncas.in,"Yes
Year1- 2016 Year2- 2018",Self Financing,"Affiliated
(Affiliated PG & Above college)","Yes
22/06/2017
View Document",No,No,No,No,No,Tamil Nadu,University of Madras,812,585,0,1397,20/06/2012,18/01/2019 ,,,,,CHENNAI,,,,,,,,,,
